"idConfiguration","ACK","BIB","BOLD_ACK","BREF","EMAIL","JS_FOOTNOTESIZE","JS_SCRIPTSIZE","JS_STYLE","JS_TINY","LONG_ACK","LONG_AFFILIATION","PARAGRAPH_ACK","PL_FOOTNOTE","VARY_LATEX","bref_size","cserver_size","vspace_bib","nbPages","sizePDF"
"180","true","true","true","true","false","false","true","true","false","true","false","false","false","true","0.8","0.9","4.9","5","216"
"281","true","true","true","true","true","false","false","true","true","true","true","false","false","true","0.9","0.8","2.9","4","220"
"153","true","true","false","true","false","false","false","true","true","true","false","true","true","true","0.8","0.9","2.6","5","224"
"358","true","true","true","true","false","false","false","true","true","true","true","false","true","true","0.8","0.8","1.6","4","216"
"158","true","true","false","true","false","false","true","true","false","true","false","true","true","true","0.9","0.9","3.8","5","224"
"239","true","true","true","true","false","false","true","true","false","false","false","false","true","true","0.8","0.9","4.7","5","216"
"368","true","true","false","true","true","false","false","true","true","false","true","true","true","true","0.9","0.8","3.3","4","224"
"310","false","true","false","true","false","false","true","true","false","false","true","false","true","true","0.9","0.9","0.4","5","216"
"432","true","true","true","true","true","false","true","true","false","true","true","false","false","true","0.8","0.9","4.2","5","220"
"245","false","true","false","true","true","false","true","true","false","false","true","false","false","true","0.8","0.8","4.4","5","216"
"410","true","true","true","true","false","false","false","true","true","false","false","false","true","true","0.7","0.8","2.3","4","216"
"327","true","true","true","true","false","false","false","true","true","true","true","false","false","true","0.9","0.9","2.8","4","216"
"490","true","true","true","true","false","false","false","true","true","true","true","false","true","true","1.0","0.7","0.2","4","216"
"148","true","true","true","true","true","false","true","true","false","true","true","false","true","true","0.9","0.9","3.4","5","220"
"176","true","true","true","true","false","false","true","true","false","true","false","false","true","true","1.0","0.7","1.0","5","216"
"483","true","true","false","true","false","false","false","true","true","true","false","true","true","true","0.9","0.8","2.7","5","224"
"128","false","true","false","true","false","false","true","true","false","false","false","false","false","true","0.8","0.8","4.5","5","216"
"276","true","true","false","true","true","false","false","true","true","true","true","true","false","true","0.7","0.8","1.8","4","224"
"117","true","true","false","true","false","false","false","true","true","true","true","true","true","true","0.8","0.9","5.0","5","224"
"457","true","true","false","true","false","false","false","true","true","false","false","true","true","true","0.8","0.7","4.5","4","224"
"220","true","true","true","true","false","false","true","true","false","true","true","false","true","true","0.8","0.7","0.6","5","216"
"59","false","true","false","true","false","false","true","true","false","false","false","false","false","true","0.9","0.7","2.1","4","216"
"299","true","true","true","true","true","false","true","true","false","true","true","false","false","true","0.8","0.8","4.1","5","220"
"363","true","true","false","true","false","false","true","true","false","false","false","true","false","true","0.7","0.9","1.6","5","224"
"73","true","true","false","true","true","false","true","true","false","false","true","true","false","true","1.0","0.7","3.1","5","224"
"44","true","true","true","true","true","false","false","true","true","true","true","false","false","true","1.0","0.7","4.1","4","216"
"210","true","true","true","true","true","false","true","true","false","false","true","false","true","true","0.9","0.8","3.9","5","220"
"405","true","true","false","true","false","false","false","true","true","true","false","true","false","true","0.8","0.7","3.6","4","224"
"270","true","true","true","true","true","false","false","true","true","true","true","false","false","true","1.0","0.9","2.3","4","216"
"249","true","true","true","true","false","false","false","true","true","false","false","false","false","true","0.9","0.7","4.8","4","216"
"450","true","true","false","true","false","false","true","true","false","true","false","true","true","true","0.7","0.7","4.1","5","228"
"41","true","true","true","true","true","false","true","true","false","false","true","false","true","true","0.9","0.7","2.1","5","220"
"442","true","true","true","true","false","false","false","true","true","true","true","false","true","true","0.8","0.8","2.5","4","216"
"318","false","true","false","true","false","false","false","true","true","false","true","false","false","true","1.0","0.9","1.5","4","216"
"390","true","true","false","true","false","false","false","true","true","true","true","true","true","true","0.9","0.7","3.4","4","224"
"480","true","true","true","true","false","false","true","true","false","false","true","false","true","true","0.8","0.8","4.1","5","216"
"375","true","true","true","true","false","false","false","true","true","false","false","false","false","true","0.9","0.9","2.2","4","220"
"137","true","true","true","true","true","false","true","true","false","false","true","false","true","true","1.0","0.9","1.9","5","220"
"474","true","true","true","true","true","false","true","true","false","false","true","false","false","true","0.7","0.9","1.0","5","224"
"20","true","true","true","true","false","false","true","true","false","false","false","false","true","true","0.8","0.9","2.9","5","216"
"258","true","true","false","true","true","false","false","true","true","true","true","true","true","true","0.9","0.8","2.7","5","228"
"141","true","true","true","true","false","false","true","true","false","true","false","false","false","true","0.8","0.8","4.5","5","216"
"494","true","true","true","true","true","false","false","true","true","false","true","false","true","true","0.8","0.7","2.8","4","220"
"63","true","true","false","true","false","false","false","true","true","false","false","true","false","true","1.0","0.8","3.1","4","224"
"50","true","true","false","true","false","false","false","true","true","true","false","true","true","true","1.0","0.7","2.2","4","224"
"175","true","true","true","true","false","false","false","true","true","false","true","false","false","true","0.7","0.7","4.2","4","216"
"350","true","true","true","true","false","false","false","true","true","false","true","false","true","true","0.9","0.8","1.4","4","216"
"488","true","true","false","true","false","false","true","true","false","true","false","true","true","true","0.8","0.9","2.1","5","224"
"110","true","true","true","true","false","false","false","true","true","true","false","false","true","true","0.7","0.8","3.3","4","216"
"30","true","true","true","true","false","false","false","true","true","true","false","false","true","true","0.9","0.7","3.2","4","216"
"430","true","true","true","true","true","false","false","true","true","true","true","false","false","true","0.8","0.7","5.0","4","220"
"134","true","true","true","true","false","false","false","true","true","false","false","false","true","true","0.9","0.9","1.7","4","216"
"380","true","true","true","true","false","false","true","true","false","true","true","false","true","true","1.0","0.7","3.7","5","216"
"186","true","true","true","true","false","false","false","true","true","true","true","false","true","true","0.8","0.7","1.7","4","220"
"340","true","true","false","true","false","false","false","true","true","true","false","true","false","true","0.9","0.8","4.5","4","224"
"484","false","true","false","true","false","false","false","true","true","false","false","false","false","true","0.7","0.7","1.7","4","216"
"200","true","true","false","true","false","false","false","true","true","false","false","true","true","true","0.9","0.7","0.6","4","224"
"156","true","true","true","true","true","false","true","true","false","true","true","false","false","true","0.7","0.8","4.9","5","220"
"446","true","true","true","true","false","false","false","true","true","true","false","false","true","true","0.7","0.7","0.9","4","216"
"182","false","true","false","true","true","false","true","true","false","false","true","false","false","true","1.0","0.8","4.9","5","216"
"418","false","true","false","true","false","false","true","true","false","false","true","false","false","true","0.9","0.8","1.8","5","216"
"4","true","true","false","true","false","false","false","true","true","true","false","true","false","true","0.8","0.9","1.0","4","224"
"121","true","true","false","true","false","false","false","true","true","true","true","true","false","true","0.9","0.9","0.0","5","224"
"288","true","true","false","true","false","false","true","true","false","false","false","true","true","true","0.8","0.9","2.7","5","224"
"181","true","true","true","true","false","false","false","true","true","true","false","false","false","true","0.7","0.7","1.4","4","216"
"246","false","true","false","true","true","false","false","true","true","false","true","false","true","true","0.7","0.7","1.7","4","220"
"447","true","true","true","true","false","false","true","true","false","false","false","false","true","true","0.7","0.9","3.3","5","216"
"326","true","true","true","true","true","false","true","true","false","false","true","false","true","true","0.8","0.9","4.0","5","220"
"13","true","true","false","true","false","false","false","true","true","true","false","true","false","true","1.0","0.7","4.3","4","224"
"126","true","true","false","true","true","false","false","true","true","true","true","true","false","true","1.0","0.8","4.2","4","224"
"16","true","true","true","true","false","false","false","true","true","true","false","false","true","true","1.0","0.7","2.5","4","216"
"424","true","true","true","true","false","false","true","true","false","false","true","false","true","true","1.0","0.9","4.0","5","216"
"184","true","true","true","true","false","false","true","true","false","true","true","false","false","true","0.8","0.8","1.9","5","216"
"392","true","true","true","true","true","false","true","true","false","true","true","false","false","true","0.7","0.9","3.9","5","220"
"364","true","true","true","true","false","false","false","true","true","false","true","false","false","true","1.0","0.7","3.1","4","216"
"33","true","true","true","true","false","false","false","true","true","true","true","false","false","true","0.7","0.9","4.0","4","216"
"129","true","true","true","true","false","false","false","true","true","true","true","false","false","true","0.8","0.7","3.2","4","216"
"444","true","true","true","true","false","false","false","true","true","false","true","false","false","true","0.8","0.7","0.2","4","216"
"160","true","true","true","true","true","false","false","true","true","false","true","false","false","true","0.9","0.9","1.6","4","216"
"485","true","true","false","true","false","false","false","true","true","true","false","true","false","true","0.9","0.9","0.6","4","224"
"132","true","true","true","true","false","false","true","true","false","true","false","false","false","true","0.7","0.9","0.4","5","216"
"238","true","true","true","true","true","false","false","true","true","true","true","false","true","true","0.8","0.7","3.1","4","220"
"205","true","true","true","true","false","false","false","true","true","false","true","false","true","true","1.0","0.7","0.6","4","216"
"413","true","true","true","true","false","false","false","true","true","false","false","false","true","true","0.8","0.7","1.9","4","216"
"468","true","true","true","true","false","false","false","true","true","false","false","false","false","true","1.0","0.8","2.2","4","216"
"295","true","true","true","true","true","false","true","true","false","false","true","false","false","true","0.7","0.7","4.1","4","220"
"404","false","true","false","true","false","false","true","true","false","false","true","false","true","true","0.7","0.8","4.6","5","216"
"342","true","true","false","true","false","false","false","true","true","false","false","true","false","true","0.9","0.7","3.8","4","224"
"157","true","true","true","true","false","false","true","true","false","true","false","false","false","true","0.8","0.9","0.9","5","216"
"487","true","true","true","true","true","false","false","true","true","false","true","false","true","true","0.8","0.9","0.0","4","220"
"195","true","true","false","true","false","false","false","true","true","true","false","true","false","true","0.7","0.7","2.8","4","224"
"45","true","true","true","true","false","false","true","true","false","true","false","false","false","true","0.7","0.8","2.9","5","216"
"495","false","true","false","true","false","false","false","true","true","false","true","false","false","true","1.0","0.7","3.3","4","216"
"42","true","true","false","true","false","false","false","true","true","false","true","true","true","true","0.9","0.8","0.6","5","224"
"163","true","true","false","true","false","false","false","true","true","false","false","true","true","true","0.7","0.7","2.8","4","224"
"253","true","true","false","true","true","false","false","true","true","true","true","true","false","true","0.9","0.7","2.7","4","224"
"302","true","true","true","true","true","false","true","true","false","false","true","false","false","true","1.0","0.8","3.9","5","220"
"166","false","true","false","true","false","false","true","true","false","false","true","false","true","true","0.9","0.8","4.6","5","216"
"194","true","true","false","true","false","false","false","true","true","false","true","true","true","true","0.8","0.7","4.5","4","224"
"297","true","true","true","true","false","false","false","true","true","false","true","false","true","true","0.7","0.7","1.6","4","216"
"254","true","true","true","true","false","false","false","true","true","false","true","false","false","true","0.8","0.9","4.2","4","216"
"385","true","true","false","true","true","false","false","true","true","false","true","true","false","true","0.8","0.7","0.3","4","224"
"283","true","true","true","true","false","false","false","true","true","false","false","false","true","true","1.0","0.9","3.4","5","216"
"161","true","true","false","true","false","false","false","true","true","true","false","true","false","true","1.0","0.8","3.1","4","224"
"43","true","true","true","true","true","false","true","true","false","true","true","false","true","true","1.0","0.7","4.9","5","220"
"460","true","true","true","true","false","false","true","true","false","false","false","false","false","true","1.0","0.8","1.1","5","216"
"378","true","true","true","true","false","false","true","true","false","false","false","false","true","true","0.7","0.9","3.8","5","216"
"305","true","true","true","true","true","false","false","true","true","false","true","false","false","true","0.8","0.9","0.8","4","216"
"3","true","true","true","true","false","false","false","true","true","false","true","false","true","true","1.0","0.8","4.2","4","216"
"443","true","true","false","true","false","false","true","true","false","true","false","true","true","true","0.9","0.9","2.1","5","224"
"83","true","true","true","true","false","false","true","true","false","true","false","false","false","true","1.0","0.9","3.2","5","216"
"464","true","true","false","true","true","false","false","true","true","true","true","true","true","true","0.7","0.7","3.0","4","224"
"477","false","true","false","true","false","false","true","true","false","false","false","false","true","true","0.7","0.8","0.5","5","216"
"461","true","true","false","true","false","false","true","true","false","false","false","true","false","true","0.7","0.8","4.7","5","224"
"406","true","true","true","true","false","false","true","true","false","false","false","false","false","true","0.8","0.9","0.1","5","216"
"328","true","true","true","true","true","false","false","true","true","false","true","false","false","true","0.9","0.7","2.5","4","220"
"336","true","true","true","true","false","false","false","true","true","false","false","false","true","true","0.9","0.9","4.3","4","216"
"402","true","true","true","true","false","false","false","true","true","false","false","false","true","true","0.7","0.9","1.1","4","216"
"403","true","true","true","true","false","false","true","true","false","false","true","false","true","true","0.9","0.7","2.5","5","216"
"185","true","true","true","true","false","false","false","true","true","false","false","false","false","true","0.9","0.7","2.9","4","216"
"427","true","true","false","true","false","false","false","true","true","true","false","true","false","true","0.8","0.9","2.2","4","224"
"165","true","true","false","true","false","false","true","true","false","true","true","true","true","true","0.9","0.7","2.2","5","224"
"451","true","true","true","true","false","false","true","true","false","true","true","false","true","true","0.8","0.7","4.6","5","216"
"222","true","true","false","true","false","false","false","true","true","false","false","true","true","true","1.0","0.7","2.3","4","224"
"301","true","true","true","true","true","false","false","true","true","false","true","false","false","true","0.9","0.8","1.7","4","216"
"437","true","true","true","true","false","false","true","true","false","true","true","false","false","true","1.0","0.8","1.7","5","216"
"199","true","true","true","true","true","false","false","true","true","true","true","false","true","true","0.7","0.8","0.7","4","220"
"263","true","true","true","true","false","false","true","true","false","false","false","false","true","true","1.0","0.7","4.3","5","216"
"367","true","true","false","true","false","false","false","true","true","false","false","true","false","true","0.9","0.7","4.7","4","224"
"453","true","true","true","true","true","false","false","true","true","true","true","false","true","true","0.8","0.7","3.2","4","220"
"65","true","true","true","true","true","false","false","true","true","true","true","false","true","true","0.7","0.8","2.5","4","220"
"274","true","true","false","true","false","false","false","true","true","true","false","true","false","true","0.7","0.9","0.8","4","224"
"496","true","true","false","true","false","false","false","true","true","true","true","true","false","true","0.7","0.9","0.7","4","224"
"21","true","true","true","true","false","false","false","true","true","false","false","false","true","true","1.0","0.8","3.5","4","216"
"356","true","true","false","true","false","false","false","true","true","true","false","true","false","true","1.0","0.8","2.9","4","224"
"352","true","true","true","true","false","false","true","true","false","true","true","false","true","true","0.8","0.8","4.3","5","216"
"53","true","true","true","true","true","false","false","true","true","true","true","false","false","true","0.7","0.7","2.8","4","216"
"478","true","true","true","true","false","false","true","true","false","true","false","false","true","true","0.7","0.7","4.2","5","216"
"154","true","true","false","true","false","false","true","true","false","true","false","true","true","true","0.8","0.8","1.0","5","224"
"317","true","true","true","true","false","false","false","true","true","false","false","false","false","true","1.0","0.8","0.8","4","216"
"452","true","true","true","true","false","false","false","true","true","false","false","false","true","true","1.0","0.8","1.1","4","216"
"458","true","true","true","true","true","false","false","true","true","false","true","false","true","true","0.8","0.8","4.4","4","220"
"172","true","true","true","true","false","false","false","true","true","true","false","false","true","true","0.7","0.9","3.2","4","216"
"420","true","true","true","true","false","false","false","true","true","true","false","false","true","true","0.7","0.8","1.3","4","216"
"203","true","true","true","true","false","false","false","true","true","true","true","false","false","true","0.9","0.7","1.9","4","216"
"348","true","true","true","true","false","false","false","true","true","true","false","false","true","true","0.9","0.8","2.5","4","216"
"241","false","true","false","true","false","false","false","true","true","false","true","false","true","true","0.7","0.7","4.7","4","216"
"144","false","true","false","true","true","false","true","true","false","false","true","false","true","true","0.8","0.8","4.7","5","220"
"78","true","true","true","true","false","false","false","true","true","true","false","false","false","true","1.0","0.8","4.2","4","216"
"214","false","true","false","true","false","false","false","true","true","false","false","false","false","true","1.0","0.8","2.7","4","216"
"123","true","true","true","true","false","false","false","true","true","true","true","false","true","true","0.9","0.7","4.5","4","216"
"252","true","true","true","true","false","false","false","true","true","true","true","false","true","true","1.0","0.7","2.1","4","216"
"32","true","true","false","true","false","false","false","true","true","true","false","true","false","true","0.8","0.8","2.7","4","224"
"225","true","true","false","true","false","false","false","true","true","true","false","true","true","true","0.8","0.7","0.9","4","224"
"332","true","true","false","true","false","false","false","true","true","true","false","true","false","true","0.8","0.9","5.0","4","224"
"400","true","true","true","true","false","false","true","true","false","false","false","false","false","true","1.0","0.9","2.3","5","216"
"17","true","true","false","true","true","false","true","true","false","true","true","true","true","true","0.7","0.9","3.7","5","228"
"475","true","true","true","true","false","false","true","true","false","false","true","false","false","true","0.7","0.7","2.4","4","216"
"268","true","true","false","true","false","false","false","true","true","true","false","true","true","true","0.8","0.8","1.0","4","224"
"308","true","true","true","true","false","false","true","true","false","false","false","false","true","true","0.7","0.7","4.8","5","216"
"82","true","true","true","true","false","false","true","true","false","false","false","false","true","true","0.8","0.8","3.5","5","216"
"12","true","true","true","true","false","false","true","true","false","false","false","false","true","true","0.8","0.8","4.0","5","216"
"471","true","true","false","true","true","false","false","true","true","true","true","true","true","true","0.9","0.7","3.6","4","224"
"230","false","true","false","true","true","false","true","true","false","false","true","false","false","true","0.8","0.8","4.8","5","216"
"37","true","true","true","true","false","false","false","true","true","true","true","false","true","true","1.0","0.8","1.7","5","216"
"399","true","true","false","true","false","false","false","true","true","true","false","true","true","true","0.9","0.8","2.2","5","224"
"423","true","true","true","true","true","false","false","true","true","true","true","false","true","true","0.9","0.8","0.8","4","220"
"435","true","true","true","true","true","false","true","true","false","true","true","false","false","true","0.7","0.7","3.5","4","216"
"311","true","true","true","true","true","false","false","true","true","false","true","false","true","true","0.9","0.8","1.5","4","220"
"104","false","true","false","true","true","false","false","true","true","false","true","false","true","true","0.9","0.9","2.0","4","216"
"315","true","true","false","true","true","false","false","true","true","false","true","true","true","true","0.9","0.8","4.7","4","224"
